"DATE","TITLE","ACTIVITY"
"10068","2006","Kitchener--Waterloo Federal NDP Riding Association",
"2704","2004","Kootenay--Columbia Conservative Association",
"6954","2005","Kootenay--Columbia Conservative Association",
"10688","2006","Kootenay--Columbia Conservative Association",
"3347","2004","Kootenay--Columbia Federal Liberal Association",
"7050","2005","Kootenay--Columbia Federal Liberal Association",
"10784","2006","Kootenay--Columbia Federal Liberal Association",
"3016","2004","Kootenay--Columbia Federal NDP Riding Association",
"6440","2005","Kootenay--Columbia Federal NDP Riding Association",
"10177","2006","Kootenay--Columbia Federal NDP Riding Association",
"5998","2004","Kootenay--Columbia Greens Electoral District Association",
"7088","2005","Kootenay--Columbia Greens Electoral District Association",
"10821","2006","Kootenay--Columbia Greens Electoral District Association",
"3264","2004","La Pointe-de-l'Île Conservative Association",
"6712","2005","La Pointe-de-l'Île Conservative Association",
"10447","2006","La Pointe-de-l'Île Conservative Association",
"3920","2004","Labrador Conservative Association",
"6987","2005","Labrador Conservative Association",
"10721","2006","Labrador Conservative Association",
"3578","2004","Labrador Federal Liberal Association",
"6392","2005","Labrador Federal Liberal Association",
"10129","2006","Labrador Federal Liberal Association",
"3225","2004","Labrador Federal NDP Riding Association",
"6565","2005","Labrador Federal NDP Riding Association",
"10300","2006","Labrador Federal NDP Riding Association",
"3556","2004","Lac-Saint-Louis Federal Liberal Association",
"6431","2005","Lac-Saint-Louis Federal Liberal Association",
"10168","2006","Lac-Saint-Louis Federal Liberal Association",
"3200","2004","Lac-Saint-Louis Federal NDP Riding Association",
"6488","2005","Lac-Saint-Louis Federal NDP Riding Association",
"10225","2006","Lac-Saint-Louis Federal NDP Riding Association",
"2847","2004","Lambton--Kent--Middlesex Conservative Association",
"6711","2005","Lambton--Kent--Middlesex Conservative Association",
"10446","2006","Lambton--Kent--Middlesex Conservative Association",
"11208","2006","Lambton--Kent--Middlesex Federal Green Party Association",
"3470","2004","Lambton--Kent--Middlesex Federal Liberal Association",
"6993","2005","Lambton--Kent--Middlesex Federal Liberal Association",
"10727","2006","Lambton--Kent--Middlesex Federal Liberal Association",
"3141","2004","Lambton--Kent--Middlesex Federal NDP Riding Association",
"6327","2005","Lambton--Kent--Middlesex Federal NDP Riding Association",
"10064","2006","Lambton--Kent--Middlesex Federal NDP Riding Association",
"3471","2004","Lanark--Carleton Federal Liberal Association",
"2840","2004","Lanark--Frontenac--Lennox and Addington Conservative Association",
"6707","2005","Lanark--Frontenac--Lennox and Addington Conservative Association",
"10442","2006","Lanark--Frontenac--Lennox and Addington Conservative Association",
"2922","2004","Lanark--Frontenac--Lennox and Addington Federal Liberal Association",
"6894","2005","Lanark--Frontenac--Lennox and Addington Federal Liberal Association",
"10629","2006","Lanark--Frontenac--Lennox and Addington Federal Liberal Association",
"3134","2004","Lanark--Frontenac--Lennox and Addington Federal NDP Riding Association",
"6261","2005","Lanark--Frontenac--Lennox and Addington Federal NDP Riding Association",
"9998","2006","Lanark--Frontenac--Lennox and Addington Federal NDP Riding Association",
"2964","2004","Lanark--Frontenac--Lennox and Addington Green Party of Canada Electoral District Association",
"6484","2005","Lanark--Frontenac--Lennox and Addington Green Party of Canada Electoral District Association",
"10221","2006","Lanark--Frontenac--Lennox and Addington Green Party of Canada Electoral District Association",
"3348","2004","Langley Federal Liberal Association",
"7042","2005","Langley Federal Liberal Association",
"10776","2006","Langley Federal Liberal Association",
"3017","2004","Langley Federal NDP Riding Association",
"6314","2005","Langley Federal NDP Riding Association",
"10051","2006","Langley Federal NDP Riding Association",
"3642","2004","LaSalle--Émard Federal NDP Riding Association",
"6952","2005","LaSalle--Émard Federal NDP Riding Association",
"10686","2006","LaSalle--Émard Federal NDP Riding Association",
"7129","2005","L'Association du Bloc Québécois de Saint-Lambert",
"10863","2006","L'Association du Bloc Québécois de Saint-Lambert",
"3545","2004","Laurentides--Labelle Federal Liberal Association",
"6372","2005","Laurentides--Labelle Federal Liberal Association",
"10109","2006","Laurentides--Labelle Federal Liberal Association",
"2988","2004","Laurier--Sainte-Marie Federal Green Party Association",
"6130","2005","Laurier--Sainte-Marie Federal Green Party Association",
"9867","2006","Laurier--Sainte-Marie Federal Green Party Association",
"3201","2004","Laurier--Sainte-Marie Federal NDP Riding Association",
"6487","2005","Laurier--Sainte-Marie Federal NDP Riding Association",
"10224","2006","Laurier--Sainte-Marie Federal NDP Riding Association",
"3547","2004","Laval Federal Liberal Association",
"6106","2005","Laval Federal Liberal Association",
"9843","2006","Laval Federal Liberal Association",
"2881","2004","Laval--Les Îles Conservative Association",
"6749","2005","Laval--Les Îles Conservative Association",
"10484","2006","Laval--Les Îles Conservative Association",
"3549","2004","Laval--Les Îles Federal Liberal Association",
"6370","2005","Laval--Les Îles Federal Liberal Association",
"10107","2006","Laval--Les Îles Federal Liberal Association",
"3915","2004","Laval--Les Îles Federal NDP Riding Association",
"6984","2005","Laval--Les Îles Federal NDP Riding Association",
"10718","2006","Laval--Les Îles Federal NDP Riding Association",
"2841","2004","Leeds--Grenville Conservative Association",
"6849","2005","Leeds--Grenville Conservative Association",
"10584","2006","Leeds--Grenville Conservative Association",
"7105","2005","Leeds--Grenville Federal Green Party",
"10942","2006","Leeds--Grenville Federal Green Party Association",
"3472","2004","Leeds--Grenville Federal Liberal Association",
"6220","2005","Leeds--Grenville Federal Liberal Association",
"9957","2006","Leeds--Grenville Federal Liberal Association",
"3121","2004","Leeds--Grenville Federal NDP Riding Association",
"6569","2005","Leeds--Grenville Federal NDP Riding Association",
"10304","2006","Leeds--Grenville Federal NDP Riding Association",
"2727","2004","Lethbridge Conservative Association",
"6955","2005","Lethbridge Conservative Association",
"10689","2006","Lethbridge Conservative Association",
"3366","2004","Lethbridge Federal Liberal Association",
"6240","2005","Lethbridge Federal Liberal Association",
"9977","2006","Lethbridge Federal Liberal Association",
"3035","2004","Lethbridge Federal NDP Electoral District Association",
"6481","2005","Lethbridge Federal NDP Electoral District Association",
"10218","2006","Lethbridge Federal NDP Electoral District Association",
"3550","2004","Lévis--Bellechasse Federal Liberal Association",
"6101","2005","Lévis--Bellechasse Federal Liberal Association",
"9838","2006","Lévis--Bellechasse Federal Liberal Association",
"3179","2004","Lévis--Bellechasse Federal NDP Riding Association",
"6503","2005","Lévis--Bellechasse Federal NDP Riding Association",
"10240","2006","Lévis--Bellechasse Federal NDP Riding Association",
"3544","2004","Liberal Federal Association of LaSalle--Émard",
"6096","2005","Liberal Federal Association of LaSalle--Émard",
"9833","2006","Liberal Federal Association of LaSalle--Émard",
"2844","2004","London North Centre Conservative Association",
"6855","2005","London North Centre Conservative Association",
"10590","2006","London North Centre Conservative Association",
"2965","2004","London North Centre Federal Green Party Association",
"6813","2005","London North Centre Federal Green Party Association",
"10548","2006","London North Centre Federal Green Party Association",
"3473","2004","London North Centre Federal Liberal Association",
"6222","2005","London North Centre Federal Liberal Association",
"9959","2006","London North Centre Federal Liberal Association",
"3122","2004","London North Centre Federal NDP Riding Association",
"6334","2005","London North Centre Federal NDP Riding Association",
"10071","2006","London North Centre Federal NDP Riding Association",
"2845","2004","London West Conservative Association",
"6858","2005","London West Conservative Association",
"10593","2006","London West Conservative Association",
"7106","2005","London West Federal Green Party Association",
"10838","2006","London West Federal Green Party Association",
"3475","2004","London West Federal Liberal Association",
"6224","2005","London West Federal Liberal Association",
"9961","2006","London West Federal Liberal Association",
"3124","2004","London West Federal NDP Riding Association",
"6362","2005","London West Federal NDP Riding Association",
"10099","2006","London West Federal NDP Riding Association",
"10936","2006","London West Progressive Canadian EDA",
"2843","2004","London--Fanshawe Conservative Association",
"6708","2005","London--Fanshawe Conservative Association",
"10443","2006","London--Fanshawe Conservative Association",
"3474","2004","London--Fanshawe Federal Liberal Association",
"6301","2005","London--Fanshawe Federal Liberal Association",
"10038","2006","London--Fanshawe Federal Liberal Association",
"3123","2004","London--Fanshawe Federal NDP Riding Association",
"6267","2005","London--Fanshawe Federal NDP Riding Association",
"10004","2006","London--Fanshawe Federal NDP Riding Association",
"3551","2004","Longueuil--Pierre Boucher Federal Liberal Association",
"6366","2005","Longueuil--Pierre Boucher Federal Liberal Association",
"10103","2006","Longueuil--Pierre Boucher Federal Liberal Association",
"2878","2004","Longueuil--Pierre-Boucher Conservative Association",
"6774","2005","Longueuil--Pierre-Boucher Conservative Association",
"10509","2006","Longueuil--Pierre-Boucher Conservative Association",
"11019","2006","Longueuil--Pierre-Boucher NDP Riding Association",
"3261","2004","Lotbinière--Chutes-de-la-Chaudière Conservative Association",
"6700","2005","Lotbinière--Chutes-de-la-Chaudière Conservative Association",
"10435","2006","Lotbinière--Chutes-de-la-Chaudière Conservative Association",
"3649","2004","Lotbinière--Chutes-de-la-Chaudière Federal NDP Riding Association",
"6943","2005","Lotbinière--Chutes-de-la-Chaudière Federal NDP Riding Association",
"10678","2006","Lotbinière--Chutes-de-la-Chaudière Federal NDP Riding Association",
"3262","2004","Louis-Hébert Conservative Association",
"6828","2005","Louis-Hébert Conservative Association",
"10563","2006","Louis-Hébert Conservative Association",
"3180","2004","Louis-Hébert Federal NDP Riding Association",
"6450","2005","Louis-Hébert Federal NDP Riding Association",
"10187","2006","Louis-Hébert Federal NDP Riding Association",
"2728","2004","Macleod Conservative Electoral District Association",
"6869","2005","Macleod Conservative Electoral District Association",
"10604","2006","Macleod Conservative Electoral District Association",
"10931","2006","Macleod Federal Green Party Association",
"3367","2004","Macleod Federal Liberal Association",
"6241","2005","Macleod Federal Liberal Association",
"9978","2006","Macleod Federal Liberal Association",
"3037","2004","Macleod Federal NDP Riding Association",
"6546","2005","Macleod Federal NDP Riding Association",
"10282","2006","Macleod Federal NDP Riding Association",
"10940","2006","Madawaska--Restigouche Conservative Association",
"3601","2004","Madawaska--Restigouche Federal Liberal Association",
"6107","2005","Madawaska--Restigouche Federal Liberal Association",
"9844","2006","Madawaska--Restigouche Federal Liberal Association",
"7090","2005","Madawaska--Restigouche Federal NDP Riding Association",
"10823","2006","Madawaska--Restigouche Federal NDP Riding Association",
"3921","2004","Malpeque Conservative Association",
"6601","2005","Malpeque Conservative Association",
"10336","2006","Malpeque Conservative Association",
"3584","2004","Malpeque Federal Liberal Association",
"6294","2005","Malpeque Federal Liberal Association",
"10031","2006","Malpeque Federal Liberal Association",
"2995","2004","Malpeque Green Party Electoral District Association",
"6559","2005","Malpeque Green Party Electoral District Association",
"3263","2004","Manicouagan Conservative Association",
"6693","2005","Manicouagan Conservative Association",
"10428","2006","Manicouagan Conservative Association",
"3181","2004","Manicouagan Federal NDP Riding Association",
"6449","2005","Manicouagan Federal NDP Riding Association",
"10186","2006","Manicouagan Federal NDP Riding Association",
"2873","2004","Marc-Aurèle-Fortin Conservative Association",
"6865","2005","Marc-Aurèle-Fortin Conservative Association",
"10600","2006","Marc-Aurèle-Fortin Conservative Association",
"2846","2004","Markham--Unionville Conservative Association",
"6762","2005","Markham--Unionville Conservative Association",
"10497","2006","Markham--Unionville Conservative Association",
"3476","2004","Markham--Unionville Federal Liberal Association",
"6996","2005","Markham--Unionville Federal Liberal Association",
"10730","2006","Markham--Unionville Federal Liberal Association",
"3125","2004","Markham--Unionville Federal NDP Riding Association",
"6494","2005","Markham--Unionville Federal NDP Riding Association",
"10231","2006","Markham--Unionville Federal NDP Riding Association",
"2729","2004","Medicine Hat Conservative Association",
"6681","2005","Medicine Hat Conservative Association",
"10416","2006","Medicine Hat Conservative Association",
"3368","2004","Medicine Hat Federal Liberal Association",
"6243","2005","Medicine Hat Federal Liberal Association",
"9980","2006","Medicine Hat Federal Liberal Association",
"3038","2004","Medicine Hat Federal NDP Riding Association",
"6455","2005","Medicine Hat Federal NDP Riding Association",
"10192","2006","Medicine Hat Federal NDP Riding Association",
"2897","2004","Miramichi Conservative Association",
"6919","2005","Miramichi Conservative Association",
"10654","2006","Miramichi Conservative Association",
"3602","2004","Miramichi Federal Liberal Association",
"6207","2005","Miramichi Federal Liberal Association",
"9944","2006","Miramichi Federal Liberal Association",
"10943","2006","Miramichi Federal NDP Riding Association",
"2811","2004","Mississauga East--Cooksville Conservative Association",
"6822","2005","Mississauga East--Cooksville Conservative Association",
"10557","2006","Mississauga East--Cooksville Conservative Association",
"3478","2004","Mississauga East--Cooksville Federal Liberal Association",
"6990","2005","Mississauga East--Cooksville Federal Liberal Association",
"10724","2006","Mississauga East--Cooksville Federal Liberal Association",
"3127","2004","Mississauga East--Cooksville Federal NDP Riding Association",
"6944","2005","Mississauga East--Cooksville Federal NDP Riding Association",
"10679","2006","Mississauga East--Cooksville Federal NDP Riding Association",
"2813","2004","Mississauga South Conservative Association",
"6717","2005","Mississauga South Conservative Association",
"10452","2006","Mississauga South Conservative Association",
"3479","2004","Mississauga South Federal Liberal Association",
"6226","2005","Mississauga South Federal Liberal Association",
"9963","2006","Mississauga South Federal Liberal Association",
"5994","2004","Mississauga South Federal NDP Riding Association",
"7085","2005","Mississauga South Federal NDP Riding Association",
"10818","2006","Mississauga South Federal NDP Riding Association",
"2966","2004","Mississauga South GPC EDA",
"6936","2005","Mississauga South GPC EDA",
"10671","2006","Mississauga South GPC EDA",
"2810","2004","Mississauga--Brampton South Conservative Association",
"6713","2005","Mississauga--Brampton South Conservative Association",
"10448","2006","Mississauga--Brampton South Conservative Association",
"2923","2004","Mississauga--Brampton South Federal Liberal Riding Association",
"6951","2005","Mississauga--Brampton South Federal Liberal Riding Association",
"10685","2006","Mississauga--Brampton South Federal Liberal Riding Association",
"3620","2004","Mississauga--Brampton South Federal NDP Riding Association",
"6801","2005","Mississauga--Brampton South Federal NDP Riding Association",
"10536","2006","Mississauga--Brampton South Federal NDP Riding Association",
"2978","2004","Mississauga--Brampton South Greens",
"6578","2005","Mississauga--Brampton South Greens",
"10313","2006","Mississauga--Brampton South Greens",
"2812","2004","Mississauga--Erindale Conservative Association",
"6715","2005","Mississauga--Erindale Conservative Association",
"10450","2006","Mississauga--Erindale Conservative Association",
"3477","2004","Mississauga--Erindale Federal Liberal Association",
"6988","2005","Mississauga--Erindale Federal Liberal Association",
"10722","2006","Mississauga--Erindale Federal Liberal Association",
"3126","2004","Mississauga--Erindale Federal NDP Riding Association",
"6268","2005","Mississauga--Erindale Federal NDP Riding Association",
"10005","2006","Mississauga--Erindale Federal NDP Riding Association",
"3931","2004","Mississauga--Erindale GPC EDA",
"7006","2005","Mississauga--Erindale GPC EDA",
"10740","2006","Mississauga--Erindale GPC EDA",
"3646","2004","Mississauga--Streetsville Conservative Association",
"6970","2005","Mississauga--Streetsville Conservative Association",
"10704","2006","Mississauga--Streetsville Conservative Association",
"3631","2004","Mississauga--Streetsville Federal Green Party Association",
"6873","2005","Mississauga--Streetsville Federal Green Party Association",
"10608","2006","Mississauga--Streetsville Federal Green Party Association",
"2924","2004","Mississauga--Streetsville Federal Liberal Association",
"6899","2005","Mississauga--Streetsville Federal Liberal Association",
"3128","2004","Mississauga--Streetsville Federal NDP Riding Association",
"6566","2005","Mississauga--Streetsville Federal NDP Riding Association",
"10301","2006","Mississauga--Streetsville Federal NDP Riding Association",
"2898","2004","Moncton--Riverview--Dieppe Conservative Association",
"6771","2005","Moncton--Riverview--Dieppe Conservative Association",
"10506","2006","Moncton--Riverview--Dieppe Conservative Association",
"3603","2004","Moncton--Riverview--Dieppe Federal Liberal Association",
"6197","2005","Moncton--Riverview--Dieppe Federal Liberal Association",
"9934","2006","Moncton--Riverview--Dieppe Federal Liberal Association",
"5993","2004","Moncton--Riverview--Dieppe Federal NDP Riding Association",
"7089","2005","Moncton--Riverview--Dieppe Federal NDP Riding Association",
"10822","2006","Moncton--Riverview--Dieppe Federal NDP Riding Association",
"3275","2004","Montmorency--Charlevoix--Haute-Côte-Nord Conservative Association",
"6827","2005","Montmorency--Charlevoix--Haute-Côte-Nord Conservative Association",
"10562","2006","Montmorency--Charlevoix--Haute-Côte-Nord Conservative Association",
"2876","2004","Mount Royal Conservative Association",
"6823","2005","Mount Royal Conservative Association",
"10558","2006","Mount Royal Conservative Association",
"3531","2004","Mount Royal Federal Liberal Association",
"6103","2005","Mount Royal Federal Liberal Association",
"9840","2006","Mount Royal Federal Liberal Association",
"2706","2004","Nanaimo--Alberni Conservative Association",
"6642","2005","Nanaimo--Alberni Conservative Association",
"10377","2006","Nanaimo--Alberni Conservative Association",
"2952","2004","Nanaimo--Alberni Federal Green Party Association",
"6940","2005","Nanaimo--Alberni Federal Green Party Association",
"10675","2006","Nanaimo--Alberni Federal Green Party Association",
"3349","2004","Nanaimo--Alberni Federal Liberal Association",
"6112","2005","Nanaimo--Alberni Federal Liberal Association",
"9849","2006","Nanaimo--Alberni Federal Liberal Association",
"3018","2004","Nanaimo--Alberni Federal NDP Riding Association",
"6311","2005","Nanaimo--Alberni Federal NDP Riding Association",
"10048","2006","Nanaimo--Alberni Federal NDP Riding Association",
"2707","2004","Nanaimo--Cowichan Conservative Association",
"6644","2005","Nanaimo--Cowichan Conservative Association",
"10379","2006","Nanaimo--Cowichan Conservative Association",
"2936","2004","Nanaimo--Cowichan Federal Green Party Association",
"6874","2005","Nanaimo--Cowichan Federal Green Party Association",
"10609","2006","Nanaimo--Cowichan Federal Green Party Association",
"3350","2004","Nanaimo--Cowichan Federal Liberal Association",
"6111","2005","Nanaimo--Cowichan Federal Liberal Association",
"9848","2006","Nanaimo--Cowichan Federal Liberal Association",
"3019","2004","Nanaimo--Cowichan Federal NDP Electoral District Association",
"6313","2005","Nanaimo--Cowichan Federal NDP Electoral District Association",
"10050","2006","Nanaimo--Cowichan Federal NDP Electoral District Association",
"11045","2005","NDP Association La Pointe-de-L'Île",
"10896","2006","NDP Association La Pointe-de-L'Île",
"3174","2004","NDP Jeanne--Le Ber Electoral District Association",
"6474","2005","NDP Jeanne--Le Ber Electoral District Association",
"10211","2006","NDP Jeanne--Le Ber Electoral District Association",
"3933","2004","NDP Malpeque Federal Riding Association",
"7022","2005","NDP Malpeque Federal Riding Association",
"10756","2006","NDP Malpeque Federal Riding Association",
"3186","2004","NDP Riding Association of Pierrefonds--Dollard",
"6584","2005","NDP Riding Association of Pierrefonds--Dollard",
"10319","2006","NDP Riding Association of Pierrefonds--Dollard",
"3219","2004","Nepean--Carleton Conservative Association",
"6719","2005","Nepean--Carleton Conservative Association",
"10454","2006","Nepean--Carleton Conservative Association",
"3455","2004","Nepean--Carleton Federal Liberal Association",
"6299","2005","Nepean--Carleton Federal Liberal Association",
"10036","2006","Nepean--Carleton Federal Liberal Association",
"3129","2004","Nepean--Carleton Federal NDP Riding Association",
"6902","2005","Nepean--Carleton Federal NDP Riding Association",
"10637","2006","Nepean--Carleton Federal NDP Riding Association",
"3654","2004","Nepean--Carleton Green Party of Canada EDA",
"6976","2005","Nepean--Carleton Green Party of Canada EDA",
"10710","2006","Nepean--Carleton Green Party of Canada EDA",
"2899","2004","New Brunswick Southwest Conservative Association",
"6784","2005","New Brunswick Southwest Conservative Association",
"10519","2006","New Brunswick Southwest Conservative Association",
"3598","2004","New Brunswick Southwest Federal Liberal Association",
"6202","2005","New Brunswick Southwest Federal Liberal Association",
"9939","2006","New Brunswick Southwest Federal Liberal Association",
"10945","2006","New Brunswick Southwest NDP",
"2709","2004","New Westminster--Coquitlam CPC EDA",
"6646","2005","New Westminster--Coquitlam CPC EDA",
"10381","2006","New Westminster--Coquitlam CPC EDA",
"3961","2004","New Westminster--Coquitlam Federal Liberal Association",
"7068","2005","New Westminster--Coquitlam Federal Liberal Association",
"10802","2006","New Westminster--Coquitlam Federal Liberal Association",
"3020","2004","New Westminster--Coquitlam Federal NDP Riding Association",
"6422","2005","New Westminster--Coquitlam Federal NDP Riding Association",
"10159","2006","New Westminster--Coquitlam Federal NDP Riding Association",
"3351","2004","New Westminster--Coquitlam--Burnaby Federal Liberal Association",
"2814","2004","Newmarket--Aurora Conservative Association",
"6785","2005","Newmarket--Aurora Conservative Association",
"10520","2006","Newmarket--Aurora Conservative Association",
"7743","2005","Newmarket--Aurora Federal Green Party Association",
"10898","2006","Newmarket--Aurora Federal Green Party Association",
"2925","2004","Newmarket--Aurora Federal Liberal Association",
"6895","2005","Newmarket--Aurora Federal Liberal Association",
"10630","2006","Newmarket--Aurora Federal Liberal Association",
"3090","2004","Newmarket--Aurora New Democratic Party Electoral District Association",
"6468","2005","Newmarket--Aurora New Democratic Party Electoral District Association",
"10205","2006","Newmarket--Aurora New Democratic Party Electoral District Association",
"7142","2005","Newmarket--Aurora P.C. Party Association",
"10871","2006","Newmarket--Aurora P.C. Party Association",
"2708","2004","Newton--North Delta Conservative Association",
"6645","2005","Newton--North Delta Conservative Association",
"10380","2006","Newton--North Delta Conservative Association",
"3960","2004","Newton--North Delta Federal Liberal Electoral District Association",
"7073","2005","Newton--North Delta Federal Liberal Electoral District Association",
"10807","2006","Newton--North Delta Federal Liberal Electoral District Association",
"3652","2004","Newton--North Delta Federal NDP Riding Association",
"6441","2005","Newton--North Delta Federal NDP Riding Association",
"10178","2006","Newton--North Delta Federal NDP Riding Association",
"2791","2004","Niagara Centre Conservative Association",
"6589","2005","Niagara Centre Conservative Association",
"10324","2006","Niagara Centre Conservative Association",
"3456","2004","Niagara Centre Federal Liberal Association",
"3220","2004","Niagara Falls Conservative Electoral District Association",
"6723","2005","Niagara Falls Conservative Electoral District Association",
"10458","2006","Niagara Falls Conservative Electoral District Association",
"7140","2005","Niagara Falls Federal Green Party Association",
"10869","2006","Niagara Falls Federal Green Party Association",
"3457","2004","Niagara Falls Federal Liberal Association",
"6228","2005","Niagara Falls Federal Liberal Association",
"9965","2006","Niagara Falls Federal Liberal Association",
"3131","2004","Niagara Falls Federal NDP Riding Association",
"6287","2005","Niagara Falls Federal NDP Riding Association",
"10024","2006","Niagara Falls Federal NDP Riding Association",
"2815","2004","Niagara West--Glanbrook Conservative Association",
"6871","2005","Niagara West--Glanbrook Conservative Association",
"10606","2006","Niagara West--Glanbrook Conservative Association",
"2921","2004","Niagara West--Glanbrook Federal Liberal Association",
"6897","2005","Niagara West--Glanbrook Federal Liberal Association",
"10632","2006","Niagara West--Glanbrook Federal Liberal Association",
"3146","2004","Niagara West--Glanbrook Federal NDP Riding Association",
"6467","2005","Niagara West--Glanbrook Federal NDP Riding Association",
"10204","2006","Niagara West--Glanbrook Federal NDP Riding Association",
"2816","2004","Nickel Belt Conservative Association",
"6726","2005","Nickel Belt Conservative Association",
"10461","2006","Nickel Belt Conservative Association",
"3458","2004","Nickel Belt Federal Liberal Association",
"6168","2005","Nickel Belt Federal Liberal Association",
"9905","2006","Nickel Belt Federal Liberal Association",
"3120","2004","Nickel Belt Federal NDP Riding Association",
"6525","2005","Nickel Belt Federal NDP Riding Association",
"10262","2006","Nickel Belt Federal NDP Riding Association",
"3632","2004","Nickel Belt GPC EDA",
"6949","2005","Nickel Belt GPC EDA",
"3459","2004","Nipissing Federal Liberal Association",
"2817","2004","Nipissing--Timiskaming Conservative Association",
"6852","2005","Nipissing--Timiskaming Conservative Association",
"10587","2006","Nipissing--Timiskaming Conservative Association",
"3425","2004","Nipissing--Timiskaming Federal Liberal Association",
"6998","2005","Nipissing--Timiskaming Federal Liberal Association",
"10732","2006","Nipissing--Timiskaming Federal Liberal Association",
"3108","2004","Nipissing--Timiskaming Federal NDP Riding Association",
"10277","2006","Nipissing--Timiskaming Federal NDP Riding Association",
"3009","2004","North Island--Powell River Federal NDP Riding Association",
"6321","2005","North Island--Powell River Federal NDP Riding Association",
"10058","2006","North Island--Powell River Federal NDP Riding Association",
"2711","2004","North Vancouver Conservative Association",
"6633","2005","North Vancouver Conservative Association",
"10368","2006","North Vancouver Conservative Association",
"3638","2004","North Vancouver Federal Green Party Association",
"6935","2005","North Vancouver Federal Green Party Association",
"10670","2006","North Vancouver Federal Green Party Association",
"3354","2004","North Vancouver Federal Liberal Association",
"7057","2005","North Vancouver Federal Liberal Association",
"10791","2006","North Vancouver Federal Liberal Association",
"3022","2004","North Vancouver Federal NDP Riding Association",
"6309","2005","North Vancouver Federal NDP Riding Association",
"10046","2006","North Vancouver Federal NDP Riding Association",
"2818","2004","Northumberland--Quinte West Conservative Association",
"6609","2005","Northumberland--Quinte West Conservative Association",
"10344","2006","Northumberland--Quinte West Conservative Association",
"3460","2004","Northumberland--Quinte West Federal Liberal Association",
"6169","2005","Northumberland--Quinte West Federal Liberal Association",
"9906","2006","Northumberland--Quinte West Federal Liberal Association",
"3109","2004","Northumberland--Quinte West Federal NDP Riding Association",
"6262","2005","Northumberland--Quinte West Federal NDP Riding Association",
"9999","2006","Northumberland--Quinte West Federal NDP Riding Association",
"7094","2005","Northwest Territories Conservative Association",
"10827","2006","Northwest Territories Conservative Association",
"2994","2004","Northwest Territories Federal NDP Riding Association",
"6586","2005","Northwest Territories Federal NDP Riding Association",
"10321","2006","Northwest Territories Federal NDP Riding Association",
"3571","2004","Notre-Dame-de-Grâce--Lachine Federal Liberal Association",
"6084","2005","Notre-Dame-de-Grâce--Lachine Federal Liberal Association",
"3199","2004","Notre-Dame-De-Grâce--Lachine Federal NDP Riding Association",
"6448","2005","Notre-Dame-De-Grâce--Lachine Federal NDP Riding Association",
"10185","2006","Notre-Dame-De-Grâce--Lachine Federal NDP Riding Association",
"3643","2004","Notre-Dame-de-Grâce--Lachine Green Party of Canada Electoral District Association",
"10946","2006","NPD Argenteuil--Papineau--Mirabel",
"10851","2006","NPD Marc-Aurèle-Fortin",
"10904","2006","NPD Montmorency--Charlevoix--Haute-Côte-Nord",
"3336","2004","Nunavut Federal Liberal Association",
"6761","2005","Nunavut Federal Liberal Association",
"10496","2006","Nunavut Federal Liberal Association",
"2819","2004","Oak Ridges--Markham Conservative Association",
"6624","2005","Oak Ridges--Markham Conservative Association",
"10359","2006","Oak Ridges--Markham Conservative Association",
"3919","2004","Oak Ridges--Markham Federal Liberal Association",
"6997","2005","Oak Ridges--Markham Federal Liberal Association",
"10731","2006","Oak Ridges--Markham Federal Liberal Association",
"3621","2004","Oak Ridges--Markham Federal NDP Riding Association",
"6760","2005","Oak Ridges--Markham Federal NDP Riding Association",
"10495","2006","Oak Ridges--Markham Federal NDP Riding Association",
"2967","2004","Oak Ridges--Markham GPC EDA",
"6875","2005","Oak Ridges--Markham GPC EDA",
"10610","2006","Oak Ridges--Markham GPC EDA",
"7127","2005","Oak Ridges--Markham PC Party Association",
"10861","2006","Oak Ridges--Markham PC Party Association",
"2820","2004","Oakville Conservative Association",
"6627","2005","Oakville Conservative Association",
"10362","2006","Oakville Conservative Association",
"2968","2004","Oakville Federal Green Party Association",
"6576","2005","Oakville Federal Green Party Association",
"10311","2006","Oakville Federal Green Party Association",
"3462","2004","Oakville Federal Liberal Association",
"6302","2005","Oakville Federal Liberal Association",
"10039","2006","Oakville Federal Liberal Association",
"3111","2004","Oakville Federal NDP Riding Association",
"6759","2005","Oakville Federal NDP Riding Association",
"10494","2006","Oakville Federal NDP Riding Association",
"2712","2004","Okanagan--Coquihalla Conservative Association",
"6634","2005","Okanagan--Coquihalla Conservative Association",
"10369","2006","Okanagan--Coquihalla Conservative Association",
"3355","2004","Okanagan--Coquihalla Federal Liberal Riding Association",
"7052","2005","Okanagan--Coquihalla Federal Liberal Riding Association",
"10786","2006","Okanagan--Coquihalla Federal Liberal Riding Association",
"3023","2004","Okanagan-Coquihalla Federal NDP Riding Association",
"6479","2005","Okanagan-Coquihalla Federal NDP Riding Association",
"10216","2006","Okanagan-Coquihalla Federal NDP Riding Association",
"2937","2004","Okanagan--Coquihalla Green Party of Canada",
"6881","2005","Okanagan--Coquihalla Green Party of Canada",
"10616","2006","Okanagan--Coquihalla Green Party of Canada",
"2710","2004","Okanagan--Shuswap Conservative Association",
"6698","2005","Okanagan--Shuswap Conservative Association",
"10433","2006","Okanagan--Shuswap Conservative Association",
"3353","2004","Okanagan--Shuswap Federal Liberal Association",
